ÀºÆò±¸,Date
11.523171570795151,2023-01-01
6.566409630635368,2023-02-01
7.167236538263027,2023-03-01
15.720479745176807,2023-04-01
10.956965911725396,2023-05-01
19.783207455812622,2023-06-01
5.7426280054105785,2023-07-01
22.48341670459936,2023-08-01
-1.188345949588113,2023-09-01
33.60664151183871,2023-10-01
23.04352224776585,2023-11-01
7.2786804340253335,2023-12-01
12.631205212735352,2024-01-01
4.67285297454479,2024-02-01
8.832965711235573,2024-03-01
12.051157916568295,2024-04-01
9.919319041012987,2024-05-01
11.953017273654417,2024-06-01
14.014307349734317,2024-07-01
9.078641066712859,2024-08-01
29.05593748908258,2024-09-01
10.753008414349605,2024-10-01
14.278269474821041,2024-11-01
18.72468671704352,2024-12-01
6.744548363477763,2025-01-01
7.686645592739085,2025-02-01
7.3726352401521416,2025-03-01
12.379158429290316,2025-04-01
9.383977421302419,2025-05-01
13.738779343499655,2025-06-01
10.40100863692661,2025-07-01
12.759951300872562,2025-08-01
18.051215345737944,2025-09-01
17.356674866178075,2025-10-01
16.44319595066775,2025-11-01
14.082417206125264,2025-12-01
7.825726455866579,2026-01-01
5.836399554822189,2026-02-01
5.949562131900451,2026-03-01
12.735088366320914,2026-04-01
8.862718065944138,2026-05-01
15.482058673464223,2026-06-01
6.775574036521952,2026-07-01
16.3610800777997,2026-08-01
7.099220323405685,2026-09-01
24.109316658060578,2026-10-01
18.498801501023237,2026-11-01
9.398380350138703,2026-12-01
